000000	006
000001	008
000002	007
000003	006
000004	006
000005	007
000006	007
000007	003
000008	007
000009	003
000010	007
000011	005
000012	003
000013	003
000014	003
000015	005
000016	001
000017	007
000018	001
000019	006
000020	006
000021	006
000022	003
000023	003
000024	003
000025	007
000026	002
000027	003
000028	002
000029	006
000030	007
000031	001
000032	003
000033	007
000034	002
000035	006
000036	007
000037	001
000038	002
000039	007
000040	003
000041	007
000042	006
000043	007
000044	007
000045	001
000046	001
000047	003
000048	002
000049	003
000050	002
000051	007
000052	002
000053	002
000054	006
000055	007
000056	007
000057	006
000058	002
000059	006
000060	003
000061	006
000062	001
000063	007
000064	001
000065	007
000066	001
000067	003
000068	002
000069	006
000070	003
000071	002
000072	003
000073	003
000074	007
000075	003
000076	001
000077	001
000078	007
000079	007
000080	003
000081	006
000082	001
000083	007
000084	003
000085	006
000086	005
000087	002
000088	006
000089	002
000090	008
000091	006
000092	003
000093	007
000094	002
000095	002
000096	003
000097	006
000098	003
000099	006
000100	007
000101	008
000102	006
000103	007
000104	003
000105	007
000106	007
000107	006
000108	008
000109	006
000110	003
000111	006
000112	003
000113	002
000114	003
000115	009
000116	003
000117	006
000118	006
000119	007
000120	006
000121	001
000122	005
000123	007
000124	002
000125	003
000126	007
000127	006
000128	007
000129	007
000130	007
000131	006
000132	007
000133	007
000134	006
000135	003
000136	007
000137	003
000138	007
000139	006
000140	007
000141	007
000142	006
000143	006
000144	007
000145	003
000146	006
000147	001
000148	006
000149	009
000150	006
000151	006
000152	002
000153	003
000154	003
000155	003
000156	005
000157	006
000158	003
000159	001
000160	008
000161	001
000162	003
000163	002
000164	006
000165	006
000166	003
000167	006
000168	003
000169	003
000170	007
000171	007
000172	002
000173	006
000174	002
000175	003
000176	005
000177	006
000178	006
000179	003
000180	007
000181	002
000182	001
000183	003
000184	003
000185	007
000186	006
000187	006
000188	005
000189	006
000190	006
000191	002
000192	003
000193	005
000194	006
000195	008
000196	007
000197	007
000198	001
000199	001
000200	006
000201	001
000202	003
000203	003
000204	007
000205	001
000206	006
000207	006
000208	006
000209	006
000210	002
000211	003
000212	007
000213	001
000214	008
000215	003
000216	006
000217	005
000218	006
000219	002
000220	006
000221	006
000222	003
000223	005
000224	005
000225	009
000226	007
000227	003
000228	003
000229	007
000230	002
000231	003
000232	007
000233	003
000234	003
000235	002
000236	002
000237	007
000238	007
000239	005
000240	003
000241	005
000242	006
000243	005
000244	003
000245	005
000246	002
000247	007
000248	007
000249	006
000250	007
000251	007
000252	006
000253	008
000254	003
000255	006
000256	006
000257	006
000258	007
000259	003
000260	006
000261	002
000262	003
000263	006
000264	003
000265	003
000266	002
000267	006
000268	007
000269	006
000270	007
000271	003
000272	007
000273	008
000274	006
000275	005
000276	003
000277	001
000278	001
000279	002
000280	003
000281	008
000282	003
000283	003
000284	003
000285	006
000286	005
000287	008
000288	002
000289	001
000290	006
000291	001
000292	006
000293	006
000294	003
000295	006
000296	006
000297	006
000298	001
000299	003
000300	002
000301	008
000302	003
000303	008
000304	001
000305	006
000306	003
000307	007
000308	002
000309	008
000310	005
000311	006
000312	009
000313	002
000314	008
000315	005
000316	006
000317	008
000318	001
000319	006
000320	006
000321	003
000322	003
000323	003
000324	002
000325	008
000326	006
000327	009
000328	006
000329	003
000330	006
000331	003
000332	003
000333	006
000334	006
000335	006
000336	006
000337	005
000338	006
000339	006
000340	002
000341	008
000342	008
000343	002
000344	003
000345	006
000346	001
000347	003
000348	007
000349	001
000350	003
000351	005
000352	006
000353	008
000354	008
000355	002
000356	006
000357	003
000358	009
000359	003
000360	002
000361	002
000362	006
